;budget;company;genre;gross;name;score;votes;year;Animation_1;Animation_2;Animation_3;Animation_4
5228;0;Haut et Court;Biography;6109075;Coco Before Chanel;6,7;34008;2009;;;;
5229;45000000;Twentieth Century Fox Film Corporation;Animation;25200412;Aliens in the Attic;5,4;17909;2009;;;;
5230;0;EuropaCorp;Action;36039;District 13: Ultimatum;6,5;39096;2009;;;;
5231;18000000;Hyde Park Entertainment;Action;8742261;Street Fighter: La leyenda;3,7;20580;2009;;;;
5232;0;Les Armateurs;Animation;686383;The Secret of Kells;7,7;25381;2009;;;;
5233;21000000;Miramax;Adventure;8855646;Everybody's Fine;7,2;52792;2009;;;;
5234;150000000;Jerry Bruckheimer Films;Animation;119436770;G-Force;5,1;35516;2009;;;;
5235;18000000;Universal Pictures;Drama;22927390;Love Happens;5,6;27008;2009;;;;
5236;0;Magnolia Pictures;Comedy;221210;World's Greatest Dad;6,9;33634;2009;;;;
5237;40000000;Warner Bros.;Comedy;20916309;Shorts;4,8;5645;2009;;;;
5238;19000000;The Weinstein Company;Crime;454149;Crossing Over;6,8;20514;2009;;;;
5239;5000000;Echo Lake Entertainment;Drama;1474508;The Joneses;6,5;35116;2009;;;;
5240;70000000;Metro-Goldwyn-Mayer (MGM);Adventure;35922978;The Pink Panther 2;5,6;35845;2009;;;;
5241;0;Paramount Vantage;Drama;90820;Carriers;6;37265;2009;;;;
5242;0;Parallel Film Productions;Action;828;Perrier's Bounty;6,4;5514;2009;;;;
5243;65000000;Imagi Animation Studios;Animation;19548064;Astro Boy;6,3;27771;2009;;;;
5244;70000000;Ilion Animation Studios;Animation;42086887;Planeta 51;6,1;43788;2009;;;;
5245;0;Incentive Filmed Entertainment;Drama;20585;Love and Other Impossible Pursuits;6,4;16454;2009;;;;
5246;58000000;Columbia Pictures;Comedy;29580087;Did You Hear About the Morgans?;4,8;31604;2009;;;;
5247;23000000;Bill Kenwright Films;Comedy;2708188;Chéri;6,2;9380;2009;;;;
5248;0;Inimitable Pictures;Comedy;400654;Today's Special;6,7;4749;2009;;;;
5249;22000000;Fox Atomic;Action;12232937;12 Rounds;5,6;24250;2009;;;;
5250;40000000;Fox Searchlight Pictures;Adventure;14241034;Amelia;5,8;10609;2009;;;;
5251;18000000;Universal Pictures International (UPI);Drama;5014305;Broken Embraces;7,2;33400;2009;;;;
5252;30000000;Focus Features;Biography;7443007;Taking Woodstock;6,7;25866;2009;;;;
5253;5600000;Filmax;Horror;27766;[Rec] 2;6,6;59366;2009;;;;
5254;0;Paramount Vantage;Comedy;15102127;The Goods: Live Hard, Sell Hard;5,8;18361;2009;;;;
5255;10000000;Columbia Pictures Corporation;Biography;449558;The Damned United;7,6;34976;2009;;;;
5256;3500000;Insight Film Releasing;Comedy;44462;Defendor;6,8;32840;2009;;;;
5257;27000000;Screen Gems;Action;15988876;Armored;5,7;27251;2009;;;;
5258;15000000;Millennium Films;Comedy;4360548;Solitary Man;6,4;14100;2009;;;;
5259;0;Rudius Films;Comedy;1425993;I Hope They Serve Beer in Hell;5,3;7631;2009;;;;
5260;17000000;26 Films;Comedy;8662318;My Life in Ruins;5,9;16145;2009;;;;
5261;6000000;CineSon Entertainment;Comedy;6670712;City Island;7,4;28292;2009;;;;
5262;800000;CinemaNX;Crime;166980;The Disappearance of Alice Creed;6,8;22135;2009;;;;
5263;0;Olympus Pictures;Drama;2277396;Adam;7,2;30860;2009;;;;
5264;0;Focus Features;Crime;425025;The Limits of Control;6,3;17001;2009;;;;
5265;8000000;Belladonna Productions;Comedy;100503;The Good Guy;5,9;8288;2009;;;;
5266;4000000;Blank of the Dead Productions;Comedy;101740;Survival of the Dead;4,9;18336;2009;;;;
5267;6500000;Oscilloscope;Drama;66637;The Messenger;7,2;30893;2009;;;;
5268;0;Broken Lizard Industries;Comedy;41588;The Slammin' Salmon;6,5;11324;2009;;;;
5269;0;Madhouse;Animation;78182;Summer Wars;7,6;19440;2009;;;;
5270;7500000;K5 International;Drama;9176553;Get Low;7,1;19987;2009;;;;
5271;12000000;Wayfare Entertainment;Drama;548934;Ondine;6,8;17919;2009;;;;
5272;5000000;American Zoetrope;Drama;518522;Tetro;6,9;11077;2009;;;;
5273;0;Derrick Comedy Productions;Comedy;77126;Mystery Team;6,8;7956;2009;;;;
5274;0;Egoli Tossell Film;Biography;6616974;The Last Station;7;16078;2009;;;;
5275;10000000;Middle Fork Productions;Thriller;1785;The Canyon;5,9;3453;2009;;;;
5276;13000000;Tyler Perry Company, The;Comedy;51733921;I Can Do Bad All by Myself;4,2;8640;2009;;;;
5277;0;EuropaCorp;Animation;347136;Arthur and the Revenge of Maltazard;5,3;6110;2009;;;;
5278;3000000;Tax Credit Finance;Drama;5005;Tanner Hall;5,9;2545;2009;;;;
5279;25000000;Autonomous Films;Crime;32409;Beyond a Reasonable Doubt;5,9;11153;2009;;;;
5280;160000000;Warner Bros.;Action;292576195;Inception;8,8;1629342;2010;;;;
5281;13000000;Fox Searchlight Pictures;Drama;106954678;Black Swan;8;594148;2010;;;;
5282;60000000;Universal Pictures;Action;31494270;Scott Pilgrim vs. the World;7,5;302029;2010;;;;
5283;80000000;Paramount Pictures;Mystery;128012934;Shutter Island;8,1;883895;2010;;;;
5284;0;Warner Bros.;Adventure;295983305;Harry Potter and the Deathly Hallows: Part 1;7,7;368576;2010;;;;
5285;30000000;Marv Films;Action;48071303;Kick-Ass;7,7;465530;2010;;;;
5286;20000000;DreamWorks;Comedy;31584722;She's Out of My League;6,4;107464;2010;;;;
5287;125000000;Warner Bros.;Action;163214888;Clash of the Titans;5,8;241875;2010;;;;
5288;6800000;micro_scope;Drama;6857096;Incendies;8,2;97935;2010;;;;
5289;1500000;Alliance Films;Horror;54009150;Insidious;6,8;226632;2010;;;;
5290;40000000;Columbia Pictures;Biography;96962694;The Social Network;7,7;521956;2010;;;;
5291;69000000;Universal Pictures;Animation;251513985;Despicable Me;7,7;422190;2010;x;;;
5292;37000000;Warner Bros.;Crime;92186262;The Town;7,6;299626;2010;;;;
5293;260000000;Walt Disney Animation Studios;Animation;200821936;Tangled;7,8;325621;2010;;;;
5294;95000000;Fox 2000 Pictures;Adventure;88761720;Percy Jackson & the Olympians: The Lightning Thief;5,9;152255;2010;;;;
5295;15000000;See-Saw Films;Biography;138797449;The King's Speech;8;544927;2010;;;;
5296;8000000;Screen Gems;Comedy;58401464;Easy A;7,1;301623;2010;;;;
5297;200000000;Paramount Pictures;Action;312433331;Iron Man 2;7;571416;2010;;;;
5298;30000000;Fox 2000 Pictures;Comedy;32367005;Love & Other Drugs;6,7;154701;2010;;;;
5299;170000000;Walt Disney Pictures;Action;172062763;TRON: Legacy;6,8;278124;2010;;;;
5300;26000000;Bold Films;Action;40168080;Legion;5,2;85724;2010;;;;
5301;200000000;Walt Disney Pictures;Adventure;334191110;Alice in Wonderland;6,5;331389;2010;;;;
5302;38000000;Paramount Pictures;Adventure;171243005;True Grit;7,6;259855;2010;;;;
5303;35000000;New Line Cinema;Horror;63075011;A Nightmare on Elm Street;5,2;79930;2010;;;;
5304;58000000;Summit Entertainment;Action;90380162;RED;7,1;254554;2010;;;;
5305;80000000;Alcon Entertainment;Action;94835059;The Book of Eli;6,9;246433;2010;;;;
5306;100000000;New Line Cinema;Comedy;95347692;Sex and the City 2;4,4;63699;2010;;;;
5307;110000000;Twentieth Century Fox Film Corporation;Action;77222099;The A-Team;6,8;222505;2010;;;;
5308;117000000;Twentieth Century Fox Film Corporation;Action;76423035;Knight and Day;6,3;157815;2010;;;;
5309;200000000;Walt Disney Pictures;Animation;415004880;Toy Story 3;8,3;603472;2010;;;x;
5310;3500000;Incentive Filmed Entertainment;Drama;9737892;Blue Valentine;7,4;154714;2010;;;;
5311;2000000;Cinetel Films;Crime;93051;I Spit on Your Grave;6,3;61717;2010;;;;
5312;165000000;DreamWorks Animation;Animation;217581231;How to Train Your Dragon;8,1;538360;2010;x;;;
5313;16000000;Summit Entertainment;Drama;19068240;Remember Me;7,2;121432;2010;;;;
5314;200000000;Walt Disney Pictures;Action;90759676;Prince of Persia: The Sands of Time;6,6;237542;2010;;;;
5315;0;Scott Rudin Productions;Comedy;4216789;Greenberg;6,1;31477;2010;;;;
5316;25000000;Closest to the Hole Productions;Biography;93617009;The Fighter;7,8;294996;2010;;;;
5317;15000000;DNA Films;Drama;2434652;Never Let Me Go;7,2;118784;2010;;;;
5318;80000000;Columbia Pictures;Comedy;162001186;Grown Ups;6;194404;2010;;;;
5319;35000000;Universal Pictures;Comedy;29197642;Nanny McPhee Returns;6,1;21695;2010;;;;
5320;20000000;Twisted Pictures;Horror;45710178;Saw 3D: The Final Chapter;5,6;74021;2010;;;;
5321;0;Reliance Big Pictures;Comedy;223838;Tucker and Dale vs Evil;7,6;140517;2010;;;;
5322;200000000;Universal Pictures;Action;105269730;Robin Hood;6,7;224548;2010;;;;
5323;110000000;Columbia Pictures;Action;118311368;Salt;6,4;259831;2010;;;;
5324;80000000;Millennium Films;Action;103068524;The Expendables;6,5;288429;2010;;;;
5325;150000000;Paramount Pictures;Action;131564731;The Last Airbender;4,2;127467;2010;;;;
5326;38000000;Josephson Entertainment;Comedy;53374681;Life as We Know It;6,6;103763;2010;;;;
5327;55000000;Twentieth Century Fox Film Corporation;Comedy;98711404;Date Night;6,3;135458;2010;;;;
5328;55000000;Screen Gems;Drama;39440655;Burlesque;6,4;65689;2010;;;;
5329;18000000;Pathé;Adventure;18335230;127 Hours;7,6;299503;2010;;;;
5330;40000000;Twentieth Century Fox Film Corporation;Action;52000688;Predators;6,4;182863;2010;;;;
5331;35000000;Lionsgate;Crime;21148651;The Next Three Days;7,4;155358;2010;;;;
5332;100000000;Columbia Pictures;Action;119219978;The Other Guys;6,7;204044;2010;;;;
5333;19000000;Universal Pictures;Comedy;25918920;Leap Year;6,5;77685;2010;;;;
5334;40000000;Columbia Pictures;Action;176591618;The Karate Kid;6,2;131784;2010;;;;
5335;68000000;Summit Entertainment;Adventure;300531751;The Twilight Saga: Eclipse;4,9;195941;2010;;;;
5336;0;Film4;Comedy;304137;Four Lions;7,3;61262;2010;;;;
5337;0;Groundswell Productions;Crime;578382;All Good Things;6,3;45225;2010;;;;
5338;55000000;Touchstone Pictures;Comedy;32669555;When in Rome;5,6;53883;2010;;;;
5339;2000000;Anonymous Content;Drama;6531503;Winter's Bone;7,2;118433;2010;;;;
5340;24000000;Dimension Films;Comedy;25003155;Piranha 3D;5,5;76489;2010;;;;
5341;36000000;Metro-Goldwyn-Mayer (MGM);Comedy;50287556;Hot Tub Time Machine;6,4;145648;2010;;;;
5342;100000000;Twentieth Century Fox Film Corporation;Action;81562942;Unstoppable;6,8;160551;2010;;;;
5343;24000000;CBS Films;Action;23240020;Faster;6,5;85407;2010;;;;
5344;12000000;Pathé Pictures International;Action;122288;Centurion;6,4;69188;2010;;;;
5345;15000000;Fox 2000 Pictures;Adventure;26161406;Ramona and Beezus;6,7;14808;2010;;;;
5346;0;Softbank Ventures;Action;128392;I Saw the Devil;7,8;81507;2010;;;;
5347;15000000;Color Force;Comedy;64003625;Diary of a Wimpy Kid;6,2;35256;2010;;;;
5348;52000000;New Line Cinema;Comedy;110485654;Valentine's Day;5,7;100570;2010;;;;
5349;80000000;Warner Bros.;Crime;43313890;Edge of Darkness;6,6;79774;2010;;;;
5350;44000000;Universal Pictures;Drama;31162545;Charlie St. Cloud;6,5;50872;2010;;;;
5351;20000000;Overture Films;Drama;12134420;Let Me In;7,2;99166;2010;;;;
5352;130000000;DreamWorks Animation;Animation;148415853;Megamind;7,3;188234;2010;;;;
5353;3000000;Audiovisual Aval SGR;Drama;1028658;Sepultado;7;127979;2010;;;;
5354;165000000;DreamWorks Animation;Animation;238371987;Shrek Forever After;6,3;150636;2010;;;;x
5355;14000000;Castle Rock Entertainment;Comedy;1752214;Flipped;7,7;67346;2010;;;;
5356;100000000;GK Films;Action;67631157;The Tourist;6;190376;2010;;;;
5357;20000000;Touchstone Pictures;Comedy;25702053;You Again;5,8;43588;2010;;;;
5358;155000000;Fox 2000 Pictures;Adventure;104386950;The Chronicles of Narnia: The Voyage of the Dawn Treader;6,3;116260;2010;;;;
5359;10500000;Overnight Films;Action;26593646;Machete;6,6;173229;2010;;;;
5360;0;Vertigo Films;Drama;237301;Monsters;6,4;80354;2010;;;;
5361;150000000;Walt Disney Pictures;Action;63150991;The Sorcerer's Apprentice;6,1;133390;2010;;;;
5362;70000000;Twentieth Century Fox Film Corporation;Drama;52474616;Wall Street: Money Never Sleeps;6,2;88518;2010;;;;
5363;0;Cinema Service;Action;6460;The Man from Nowhere;7,8;48823;2010;;;;
5364;25000000;Screen Gems;Drama;80014842;Dear John;6,3;115712;2010;;;;
5365;60000000;Columbia Pictures;Drama;80574010;Eat Pray Love;5,7;69859;2010;;;;
5366;65000000;Warner Bros.;Comedy;100539043;Due Date;6,6;287021;2010;;;;
5367;0;Samuel Goldwyn Films;Action;1120914;Secretos Peligrosos;7,2;27033;2010;;;;
5368;25000000;Warner Bros.;Action;23580735;The Losers;6,4;78545;2010;;;;
5369;20000000;Overture Films;Horror;39123589;The Crazies;6,5;98210;2010;;;;
5370;8000000;Focus Features;Comedy;6350058;It's Kind of a Funny Story;7,1;116014;2010;;;;
5371;100000000;Universal Pictures;Comedy;148383780;Little Fockers;5,5;91634;2010;;;;
5372;2500000;This Is That Productions;Comedy;322157;Super;6,8;65689;2010;;;;
5373;0;Universal Pictures;Comedy;60974475;Get Him to the Greek;6,4;153864;2010;;;;
5374;0;Exclusive Films;Adventure;2701859;The Way Back;7,3;94377;2010;;;;
5375;20000000;Touchstone Pictures;Drama;62950384;The Last Song;5,9;66108;2010;;;;
5376;0;Egoli Tossell Film;Action;22554;Black Death;6,4;38417;2010;;;;
